Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Benin,BEN,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.364950777,6.857797514,4.538067096,4.188415287,7.407536301,7.064762158,6.443634036,5.519870695,4.940953338,5.225085219,5.067292018,5.078846227,5.089585693,4.25047306,3.939720868,3.974021199,3.51527698,3.710508297,1.17745521,1.303486793,4.936949577,2.798400235,,,
Burkina Faso,BFA,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.309725617,5.791000415,5.465848819,4.675658642,5.716304133,4.302389699,3.673543664,3.767851739,4.52208903,4.070258163,4.243184328,4.328927153,,,
Bangladesh,BGD,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.083573846,3.368837833,4.007953188,3.696805263,4.198276068,4.869155828,3.531879514,3.388208552,3.514027891,3.407258797,2.522396686,2.865853686,2.71054392,2.920408021,2.821509668,2.833312131,2.162198494,2.355032153,3.146621146,1.73098368,1.814561302,1.750125355,1.969526151,,
Bulgaria,BGR,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.798597333,5.278641674,8.308758133,10.91942085,11.38461776,9.961158455,9.7485003,11.63127336,12.13802787,11.49167111,9.01582061,8.00073545,6.077764741,6.336073384,7.190749625,3.620356429,3.139304805,3.172178375,3.690286517,3.921717255,4.25976058,5.150739411,5.5384334,,
Bahrain,BHR,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.762580043,6.408968158,7.205929541,8.27736554,9.475277924,8.281287454,8.822005016,9.779726232,7.929012366,6.462327587,5.579875385,5.528139524,5.314291732,4.325299433,5.258063761,5.22317675,6.474935351,3.786525094,3.533184387,2.855104985,4.22386262,9.109432344,7.635176831,,
"Bahamas, The",BHS,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4202027,13.92771565,13.79801487,11.36363636,11.87375517,11.56614974,12.31367466,12.22342645,14.17056591,14.94525385,14.41110524,12.35901923,11.85933106,9.995777925,10.34337874,9.781060633,8.149226188,7.799922245,7.550771639,6.466797185,8.223268638,10.24283494,11.13627808,,
Bosnia and Herzegovina,BIH,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.395416223,2.288508016,2.212970342,2.201309967,2.35565714,2.408464918,2.28536642,2.002585523,2.577913748,2.949849347,3.026805297,3.304400518,2.808714433,2.054597597,2.041274268,2.008523233,1.951335511,2.25630829,2.328272003,2.506934253,,
Belarus,BLR,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.755788888,1.952024194,1.40383177,1.700219304,1.998437312,3.243640757,5.739999291,5.805499251,3.767096657,3.035675256,3.000924704,2.926968874,2.440241058,2.104258677,2.513511797,2.032509279,1.526829473,1.93264291,2.873649945,2.986860554,3.049200082,2.974074482,2.96872685,,
Belize,BLZ,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.13820213,11.84335603,8.009504612,8.463545841,8.295792108,7.454288671,7.650487275,7.738040022,7.67534854,7.677918032,6.40108221,5.733087346,5.729417301,4.593791382,5.496900957,4.817107399,3.897779865,3.804687044,3.875617967,4.434308112,4.227892207,4.859469545,4.877685525,,
Bermuda,BMU,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.14057508,19.85998663,20.85697147,19.86796159,20.83589519,18.13888732,18.17715636,16.88543381,19.31937144,19.8577343,19.38692966,18.0496791,,
Bolivia,BOL,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.574623547,5.02477735,4.654906562,4.454545455,5.883240308,5.582720517,5.759193567,5.501943779,9.618610733,9.953006583,8.971757877,10.41396839,9.299056235,6.593845916,7.525519852,6.839314593,4.67124674,5.061039332,5.967081531,7.376150398,7.130169523,8.898198164,8.663260403,,
Brazil,BRA,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.291375034,7.555515163,8.262021054,8.088423033,5.653828395,6.354040719,5.256467545,4.819102706,4.583205504,4.749653149,6.112145172,6.277041699,6.61257121,6.02459705,7.382476952,7.749703438,8.147552101,8.559541661,8.995261339,9.409686462,8.371939802,8.401135517,10.37765483,,
Barbados,BRB,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4918383,10.10908501,9.265729541,9.329864006,9.139600122,9.307025913,10.29042124,10.11379082,9.67416098,9.000601084,12.61902564,12.37795514,12.24529778,10.86218793,14.10721655,15.66682118,5.492434346,3.813952531,3.266715821,,,,,,
Brunei Darussalam,BRN,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.34160517,16.88893679,20.46494718,15.82904269,14.82990912,14.56163506,12.99633502,10.77418454,12.83424761,,,8.748395244,8.029910396,10.52134716,9.425446798,11.59671518,11.66528946,,
Bhutan,BTN,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.405245848,4.434294949,8.489644024,4.984116032,4.597738682,4.445932274,5.712563185,6.086281668,4.023748681,3.655454236,4.202670855,4.939597202,,
Botswana,BWA,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.464627866,5.079106282,4.397204938,5.507786599,6.481253459,9.006652349,10.40426305,9.468091951,8.665442489,7.749751226,8.215875447,8.322653072,5.966558601,4.00528131,4.271448689,4.499607703,3.827162717,3.350894114,2.852651554,3.075800158,3.390696853,3.674145195,4.357538983,,
Central African Republic,CAF,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.352431566,6.621593446,5.982834927,5.554932769,5.401847312,5.276957066,5.461852757,5.27063333,5.527164582,5.719255206,5.903543177,6.066667667,6.60215652,6.667776885,7.28961177,7.392589926,7.253637445,7.327240597,7.354101631,7.110186252,6.85318595,5.593259208,5.780750793,,
Central Europe and the Baltics,CEB,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.779692606,9.462174685,8.253097598,6.653449276,6.254772179,5.263698955,5.141231731,5.274686226,4.758899006,4.42804063,4.26757904,3.991262947,3.716745432,3.943163401,4.302991361,3.686191464,3.27748941,3.296095433,3.341600711,3.376151569,3.494199564,3.627976934,3.692977072,,
Switzerland,CHE,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.702106345,8.95889998,8.405881671,8.110535283,7.225002707,5.901015593,5.632168721,5.693590827,5.906266407,5.9251832,5.546620247,5.372914066,5.087813926,4.584704199,4.816119489,4.313199323,4.124788351,4.748326638,4.631159308,5.336611594,5.454450023,5.165922866,5.277149095,,
Channel Islands,CHI,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.103546254,4.589580391,4.853079366,5.156610385,5.335734831,4.129155057,4.385620254,4.463334818,4.851511174,4.285552468,2.916292728,2.767005069,2.610754848,1.977549857,3.008691396,2.559714022,2.423550243,2.658799572,2.767555773,3.26104568,3.511666586,3.978482303,3.971254496,,
China,CHN,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.726149152,2.902800937,9.436182951,10.19512545,9.745645447,8.791564714,8.306369399,7.971238327,4.075531654,3.858379199,3.354183833,3.107002142,3.138617397,3.153727853,4.244589315,3.97416129,3.973017941,5.247762785,6.064290146,10.1420288,12.47731533,12.87786441,11.65017364,,
Cote d'Ivoire,CIV,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.450951023,7.676285133,7.062263203,6.295938044,6.080751623,5.280543663,6.126152513,4.671490213,4.831496378,5.140892078,4.935495755,4.583479213,,,
Cameroon,CMR,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.708210852,6.786715287,7.315285056,9.03895456,9.374171252,9.638216254,6.804803585,6.618814927,7.914740066,9.937741879,11.04318173,11.19597588,7.785376624,6.999091888,7.636371279,4.159178546,7.572345989,8.18641684,8.990377705,8.585913255,9.529565156,11.56170792,11.62828074,,
"Congo, Dem. Rep.",COD,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.399108716,2.449044083,1.585500669,1.439028259,1.788327101,1.401188208,2.524374983,0.981031889,1.268303229,1.792443898,0.994810414,0.421405196,0.520567173,,
"Congo, Rep.",COG,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.126832641,5.646100151,4.866481845,4.873381386,5.103320877,4.942988084,5.347199916,5.253315005,6.914168468,8.865191308,4.113671193,2.980074024,2.395124146,3.62514052,7.976306295,4.276865141,4.102091128,4.422266635,5.004330699,4.760264347,5.860519376,6.272245748,,,
Colombia,COL,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.267890038,8.712142849,8.501772835,8.404807691,10.01583669,10.0211851,9.706491566,8.700637081,8.051098865,7.680505637,7.610325968,6.991631907,6.483758025,6.109351616,7.107394089,6.635197496,5.738935116,6.301417865,6.364508002,6.816614648,7.500198299,8.846781475,9.060540517,,
Comoros,COM,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.51371517,,,,,,,,7.806169492,7.865369569,13.80239841,15.16051298,14.78959587,12.18052112,11.83015984,12.23624267,12.18321267,11.28528376,,,,,,,
Cabo Verde,CPV,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.799654532,8.647147791,8.710613555,10.54990827,13.44253904,12.55103462,15.99460195,15.29403799,16.4788212,14.72430443,12.77362422,13.19099002,11.9086875,12.09509251,13.50786641,12.3934342,10.33366802,11.26733918,10.96162289,9.31209676,12.03586736,7.496393065,7.514265172,,
Costa Rica,CRI,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.483687334,8.313403675,8.585032499,8.600769271,9.849072892,8.347555571,6.689104728,6.276286261,6.587992176,6.642995051,6.475508041,6.155969801,6.726233079,5.18395593,4.681348438,4.86474694,4.058081216,3.922435035,3.860634728,3.786500664,5.237850306,5.792706581,5.987482294,,
Caribbean small states,CSS,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.600977753,7.243250736,6.67878704,6.593572745,7.226282332,7.173039404,6.920312506,7.188846405,6.823770607,6.772257444,6.889218618,5.880912364,5.367402917,4.1482826,5.172977283,5.126676472,3.515335813,3.976628227,3.632625951,4.487832958,5.300810615,5.881534028,5.811454582,,
Cuba,CUB,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9814062,11.41347155,13.4979228,14.22255876,17.13255969,18.52755603,18.71014519,,
Cayman Islands,CYM,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.23326091,10.04284039,10.8540915,10.77845261,11.36903261,10.37319356,10.8158511,10.37213059,11.00498666,11.45005767,11.62538725,11.09025433,13.1579778,11.20149617,12.36792396,10.95593232,11.28383239,12.27276803,11.82871369,12.63142144,11.48357847,12.04350097,11.70774343,,
Czech Republic,CZE,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.317360697,10.13887763,8.469011718,6.658649201,5.249309299,4.102381745,4.023871005,4.633818074,4.461304788,3.930886898,3.193706973,2.947414842,3.194757086,3.471354225,3.805753466,3.327793351,3.167740052,3.07730574,3.156098855,3.26858323,3.437415891,3.536021036,3.51888865,,
Germany,DEU,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.91166408,11.70469107,10.98794257,10.67288362,10.5760115,9.67678553,9.622009535,10.10101601,10.0772916,9.389717028,9.048630357,7.933042463,7.671806821,7.472855278,8.238848997,7.199365155,6.66011653,6.815267834,6.93484507,6.714413653,6.467205704,6.525382706,6.609766441,,
Djibouti,DJI,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.394111687,6.950387241,6.758805044,5.784099357,4.474850445,5.329073485,4.92354802,2.977419334,3.24338286,4.134763606,3.987756171,3.529525083,2.444154302,2.202824025,3.026112614,4.15795177,4.967463059,4.085889288,4.185208057,3.989610888,3.189130935,3.88042176,4.043210966,,
Dominica,DMA,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.217432052,4.258675079,4.049710735,4.646260406,4.983490905,4.915943436,5.429900653,5.760570629,5.720221818,5.169100925,5.098785889,5.028851368,4.654473717,3.828455593,4.915567627,4.914586358,4.531603237,4.782315571,5.219423446,10.45776347,9.274595986,9.190794601,8.455560575,,
Denmark,DNK,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.410933947,7.141239005,7.428141012,7.65378903,7.961985913,7.238141363,7.459024546,8.095353247,8.013817988,7.358125847,6.181735449,5.662782599,5.676830136,5.390815584,6.531506107,6.470317391,6.026956825,6.035228694,6.077582508,6.203438425,6.058693128,6.264808357,6.143777585,,
Dominican Republic,DOM,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.463951968,6.656600242,6.320735368,6.113157768,6.057507591,5.648774601,5.872761442,5.68151719,6.460500689,6.807196787,5.777601899,4.443123974,4.125970302,3.42047398,4.431039303,3.719644442,3.410789779,3.347597008,3.467912868,3.541982621,3.99890441,4.246877438,4.472157139,,
Algeria,DZA,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.678571429,1.632685255,1.511877631,1.249284013,1.170971577,1.413772042,1.001897625,0.958605973,0.808631766,0.952784991,1.203977202,0.923644159,1.051093012,,
East Asia & Pacific (excluding high income),EAP,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.546340942,3.711778999,5.40782885,6.133061307,6.349594372,5.911219351,6.379195678,6.623015786,4.327471894,4.132619735,3.698707398,3.584746484,3.629370532,3.585297601,4.408461496,4.167176641,4.015339278,4.943642598,5.581069733,8.577160097,10.28472006,10.59729341,9.621420927,,
Early-demographic dividend,EAR,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.417929783,5.445536581,5.293616473,5.29004358,5.608929406,5.578281106,6.116484225,6.649458464,5.873386377,5.254282608,5.391076505,5.121574915,5.318377335,4.57933197,5.464182111,4.945289684,4.163883672,4.110257564,4.288127354,4.664258293,5.100231874,5.479993352,5.214886802,,
East Asia & Pacific,EAS,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.784564892,6.669436213,6.857950997,7.068528678,7.360851836,6.561203617,6.813514085,7.033677476,5.766843565,5.821944309,5.352367291,4.734920691,4.690742268,4.326292493,4.977325462,4.655466578,4.325816872,4.714532498,5.003159412,6.404878763,7.509616761,8.011683712,7.382644652,,
Europe & Central Asia (excluding high income),ECA,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.367038015,6.893649547,6.847079273,6.939491511,7.298630417,7.428053335,8.070395936,8.151362312,7.40295448,7.155545701,6.748848728,5.81920873,5.279858545,4.928825743,6.449314543,6.077521231,5.705599061,6.533985422,7.504562254,7.740706158,7.872777945,6.813648245,7.095740911,,
Europe & Central Asia,ECS,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.478284917,8.434033991,8.021782716,8.101427889,8.189344103,7.790874,7.732131759,7.822307079,7.712913351,7.284211959,6.913028429,6.303184479,6.150963783,5.908611328,6.643610163,6.030761163,5.640947817,5.883366547,6.099416443,6.202476802,6.23994145,6.195028495,5.926709729,,
Ecuador,ECU,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.799020999,6.115013041,5.427475158,4.851209668,9.14800039,8.443811557,7.033055142,6.533890098,6.257191757,5.97846068,5.4340007,5.134935445,4.693094248,3.775366236,4.772971064,3.812553976,3.455798946,3.40581502,3.343897598,3.280650782,4.159848536,5.42714142,4.809518301,,
"Egypt, Arab Rep.",EGY,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.998833139,7.571358133,6.838186805,6.021128429,5.634636825,5.267525661,5.943961021,6.709930081,7.45076898,5.732798817,5.628337456,5.316538726,5.374631961,5.042931862,5.462268374,4.503676778,4.195102401,4.414192858,4.991902127,4.711065463,5.351875511,6.37029402,3.444686368,,
Euro area,EMU,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.158948113,8.236582929,7.680202891,7.616985262,7.666954475,7.31495211,7.225313804,7.278377885,7.25040406,6.655852406,6.320499391,5.737854722,5.616885231,5.391311071,6.149293823,5.514073252,5.215738112,5.246484279,5.375560099,5.466159325,5.28840007,5.404395542,5.321448121,,
Eritrea,ERI,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.315543051,4.38398812,4.191493368,4.405555855,4.348652639,4.092639071,4.47246182,4.645793617,4.509708425,4.783769001,4.421668547,4.319524367,4.231039222,4.09758476,4.785434773,4.401748459,4.007100726,3.947228971,4.165400445,4.309704568,4.727516369,5.200058512,5.383863571,,
